RequestID,RequestDateKey,ClosedDateKey,ClientID,AdvisorID,EmployerID,RequestType,Touchpoint,Severity,SLA_Days,ActualDays,ResolutionStatus,CSAT
REQ364076881946,20240418,20240418,CLT432441982,ADV1773030,EMP36714042,Payment Issue,Chat,Medium,2,0,Resolved,4
REQ406373308595,20250809,20250813,CLT300492516,ADV0463380,EMP80361676,Plan Setup,Chat,Low,7,4,Resolved,
REQ455817102354,20241225,20241226,CLT003105241,ADV8039891,,Payment Issue,Email,Low,2,1,Resolved,4
REQ128383141059,20250223,,CLT082918854,,EMP71311399,Advisor Support,Advisor Portal,Low,2,,Escalated,
REQ318088875702,20250810,20250810,CLT259044795,ADV4830916,EMP19817170,Claim Inquiry,Email,Low,2,0,Resolved,
REQ651012726670,20250317,20250317,CLT613585125,ADV3514980,,Address Change,Call Centre,Medium,3,0,Resolved,
REQ780418839223,20230807,,CLT615460580,ADV2883533,EMP51969914,Coverage Question,Advisor Portal,Low,2,,Pending,
REQ683406357580,20251110,20251110,CLT835848612,ADV8481195,EMP27277472,Password Reset,Call Centre,Medium,1,0,Resolved,
REQ262079512914,20251116,,CLT862622633,,,Address Change,Email,Low,3,,Escalated,
REQ324503002138,20241116,20241127,CLT445770735,,EMP51730910,Appeal,Client Portal/App,Medium,10,11,Resolved,
REQ846228152015,20240716,20240718,CLT757978863,ADV2671161,EMP99712698,Coverage Question,Call Centre,Medium,2,2,Resolved,4
REQ251150136437,20241205,20241206,CLT593805592,,EMP54444445,Address Change,Advisor Portal,Low,3,1,Resolved,4
REQ432127845650,20250204,20250204,CLT808935346,ADV9966141,,Password Reset,Call Centre,Medium,1,0,Resolved,
REQ411148106315,20240124,20240126,CLT160489162,ADV5799899,EMP71521910,Coverage Question,Call Centre,Low,2,2,Resolved,
REQ361645870053,20250813,20250813,CLT104728683,,EMP24953426,Payment Issue,Call Centre,Low,2,0,Resolved,
REQ603834246253,20230706,20230708,CLT867291660,,,Claim Inquiry,Email,Low,2,2,Resolved,4
REQ997973887023,20230405,20230407,CLT926264154,ADV0362174,,Address Change,Call Centre,Low,3,2,Resolved,4
REQ416595668275,20250519,20250522,CLT993480812,ADV9813773,,Claim Inquiry,Email,Medium,2,3,Resolved,
REQ181959885793,20240805,20240810,CLT176198761,ADV8535585,EMP68350744,Plan Setup,Call Centre,Low,7,5,Resolved,3
REQ829120461213,20230508,20230509,CLT595899934,ADV5388301,EMP73788762,Claim Inquiry,Call Centre,Low,2,1,Resolved,5
REQ052948222398,20240213,20240216,CLT333940050,ADV0707127,,Claim Inquiry,Client Portal/App,Medium,2,3,Resolved,4
REQ019750090649,20230703,20230705,CLT019937391,,,Claim Inquiry,Advisor Portal,Low,2,2,Resolved,4
REQ098943359235,20240728,20240730,CLT698763956,ADV4476194,,Advisor Support,Chat,Low,2,2,Resolved,5
REQ433948464887,20250810,20250810,CLT613307750,ADV2344113,EMP78927543,Coverage Question,Call Centre,Low,2,0,Resolved,
REQ413086728005,20250511,20250514,CLT822421777,ADV5968997,EMP16793256,Claim Inquiry,Call Centre,Medium,2,3,Resolved,
REQ076583282584,20250202,20250203,CLT839565491,ADV1168369,EMP34337803,Coverage Question,Advisor Portal,Low,2,1,Resolved,4
REQ277867495765,20250315,,CLT946110936,,,Coverage Question,Client Portal/App,Low,2,,Pending,
REQ368645474719,20251201,20251202,CLT183068980,ADV6724947,EMP76021702,Claim Inquiry,Call Centre,Medium,2,1,Resolved,4
REQ927671468872,20250903,20250907,CLT054231131,ADV2263711,EMP07352330,Claim Inquiry,Call Centre,Low,2,4,Resolved,5
REQ644830343374,20230912,20230913,CLT842349311,ADV0718021,EMP83595699,Payment Issue,Call Centre,Medium,2,1,Resolved,
REQ026362815182,20230202,,CLT399428772,ADV3780064,EMP62209172,Payment Issue,Advisor Portal,Low,2,,Escalated,
REQ318052078619,20250107,,CLT578938118,,EMP44018377,Claim Inquiry,Email,Low,2,,Pending,
REQ369816405218,20230907,,CLT379697499,ADV5402849,EMP26826000,Beneficiary Update,Advisor Portal,Low,5,,Pending,
REQ281378547632,20230107,20230111,CLT480870403,,EMP42923952,Coverage Question,Call Centre,Low,2,4,Resolved,
REQ680269389166,20240403,20240405,CLT536636137,ADV4894870,EMP32210908,Address Change,Email,Low,3,2,Resolved,5
REQ892202816349,20250208,20250212,CLT388022053,ADV6257525,,Coverage Question,Email,Low,2,4,Resolved,5
REQ008593513383,20240801,20240801,CLT619830801,,,Advisor Support,Client Portal/App,Low,2,0,Resolved,5
REQ040471970216,20240701,20240705,CLT698753618,ADV5673645,,Address Change,Advisor Portal,Medium,3,4,Resolved,
REQ953815457412,20230213,20230216,CLT315007064,ADV3292445,EMP73376898,Claim Inquiry,Call Centre,Medium,2,3,Resolved,
REQ756197569695,20241108,20241110,CLT975117407,ADV6467727,,Advisor Support,Chat,Low,2,2,Resolved,
REQ084507771608,20240116,20240119,CLT130588092,ADV6652514,,Payment Issue,Advisor Portal,Low,2,3,Resolved,5
REQ036822216900,20240827,20240827,CLT802252310,,,Password Reset,Call Centre,Low,1,0,Resolved,
REQ670180220983,20240705,20240706,CLT779031561,,,Coverage Question,Client Portal/App,Low,2,1,Resolved,4
REQ757933157274,20231210,,CLT712181983,ADV4258749,,Password Reset,Client Portal/App,Medium,1,,Escalated,
REQ607427828812,20240106,20240111,CLT232452014,ADV1187166,EMP07009878,Plan Setup,Client Portal/App,Low,7,5,Resolved,5
REQ504392417668,20230609,20230612,CLT862560145,ADV6047743,EMP47437617,Address Change,Chat,Medium,3,3,Resolved,
REQ415563511214,20250821,20250824,CLT629855079,,,Claim Inquiry,Email,Low,2,3,Resolved,
REQ763664658844,20231120,20231120,CLT742984491,ADV5166288,EMP71991845,Advisor Support,Call Centre,Low,2,0,Resolved,5
REQ303993163538,20231216,20231220,CLT500207648,ADV1979345,,Claim Inquiry,Call Centre,Low,2,4,Resolved,
REQ160771295632,20240416,,CLT412478093,ADV7303769,,Password Reset,Chat,Low,1,,Pending,
REQ239429818507,20230908,20230909,CLT718093024,ADV8255683,EMP56491206,Claim Inquiry,Advisor Portal,Low,2,1,Resolved,3
REQ443369261850,20250123,20250202,CLT572429388,ADV0415549,EMP34576835,Appeal,Client Portal/App,Low,10,10,Resolved,
REQ408437163041,20250309,20250312,CLT334608311,ADV7068738,,Coverage Question,Client Portal/App,Low,2,3,Resolved,5
REQ742405271904,20251203,20251207,CLT824078106,ADV6090391,EMP18763346,Address Change,Call Centre,Low,3,4,Resolved,4
REQ574037264514,20251109,20251114,CLT617140943,ADV7942481,,Plan Setup,Advisor Portal,Low,7,5,Resolved,5
REQ881574421437,20240307,20240310,CLT568374207,,EMP96598400,Address Change,Call Centre,Low,3,3,Resolved,3
REQ616975040980,20250211,20250214,CLT887864201,,,Claim Inquiry,Advisor Portal,Low,2,3,Resolved,4
REQ327768669731,20250227,20250303,CLT363722087,ADV0107558,,Claim Inquiry,Call Centre,Low,2,4,Resolved,
REQ473199487616,20250708,20250714,CLT866887162,,,Beneficiary Update,Chat,Medium,5,6,Resolved,
REQ670472295426,20231219,20231221,CLT469312205,,,Payment Issue,Advisor Portal,Medium,2,2,Resolved,
REQ644533628373,20250101,,CLT086932486,,,Password Reset,Client Portal/App,Medium,1,,Escalated,
REQ242092034552,20230426,20230427,CLT164195296,ADV8754851,EMP18999841,Coverage Question,Call Centre,Low,2,1,Resolved,5
REQ630819477861,20240313,20240322,CLT699094826,,,Appeal,Client Portal/App,Low,10,9,Resolved,
REQ693445934988,20241228,20241230,CLT975620610,ADV5138302,EMP63633655,Password Reset,Call Centre,Low,1,2,Resolved,
REQ074962527374,20230204,20230205,CLT832404068,ADV4758963,,Payment Issue,Advisor Portal,Low,2,1,Resolved,4
REQ557879746341,20250715,20250717,CLT455015318,ADV8481195,EMP47002610,Coverage Question,Client Portal/App,Low,2,2,Resolved,4
REQ893657583536,20240219,,CLT259075397,ADV8274365,EMP71959146,Payment Issue,Call Centre,Low,2,,Escalated,
REQ470569227091,20240219,20240224,CLT054763910,,,Coverage Question,Call Centre,Low,2,5,Resolved,4
REQ109696933690,20240421,,CLT317878188,,,Address Change,Call Centre,Low,3,,Pending,
REQ484240627274,20230725,,CLT507965509,ADV7614829,EMP95800811,Claim Inquiry,Email,Low,2,,Escalated,
REQ731092697849,20250925,20250925,CLT654488257,ADV6422244,EMP97256602,Claim Inquiry,Email,Low,2,0,Resolved,4
REQ953813487559,20250503,20250504,CLT502208455,ADV0778975,EMP77764727,Coverage Question,Chat,Medium,2,1,Resolved,
REQ412722093318,20250908,,CLT435834840,,,Appeal,Call Centre,Low,10,,Escalated,
REQ734446758163,20250820,20250821,CLT140971732,ADV9384912,EMP14829563,Claim Inquiry,Client Portal/App,Low,2,1,Resolved,4
REQ574362201064,20240415,20240421,CLT100392466,,EMP05220943,Beneficiary Update,Call Centre,Low,5,6,Resolved,4
REQ681603226486,20240914,,CLT295038392,,EMP01221917,Payment Issue,Client Portal/App,Low,2,,Pending,
REQ687328998762,20250622,20250623,CLT885881129,,,Claim Inquiry,Client Portal/App,Medium,2,1,Resolved,4
REQ752221887075,20231121,20231125,CLT317878188,,,Beneficiary Update,Call Centre,Low,5,4,Resolved,5
REQ244438452399,20251207,20251209,CLT699177647,,,Claim Inquiry,Call Centre,High,2,2,Resolved,4
REQ926096226577,20241121,20241121,CLT144392300,ADV6657853,EMP07904412,Password Reset,Chat,Low,1,0,Resolved,3
REQ042044838519,20250608,,CLT452021036,ADV0743615,EMP50643757,Coverage Question,Client Portal/App,Low,2,,Pending,
REQ694447093854,20240804,20240806,CLT692195338,ADV1463853,,Claim Inquiry,Call Centre,Low,2,2,Resolved,5
REQ402246519836,20230523,20230530,CLT071513911,ADV5678778,,Plan Setup,Call Centre,Low,7,7,Resolved,
REQ636729187302,20240601,20240601,CLT569829440,ADV2662402,EMP39545726,Address Change,Advisor Portal,Low,3,0,Resolved,5
REQ698502752138,20250802,20250804,CLT569629007,ADV4675396,EMP67822954,Payment Issue,Email,Low,2,2,Resolved,4
REQ670254241208,20240821,20240823,CLT676548398,ADV4807061,EMP02614714,Address Change,Advisor Portal,Low,3,2,Resolved,
REQ319188320109,20241002,20241006,CLT986605043,,EMP73839257,Coverage Question,Advisor Portal,Low,2,4,Resolved,5
REQ011972678012,20240214,20240216,CLT600728849,ADV6631350,,Payment Issue,Call Centre,High,2,2,Resolved,
REQ139544637973,20240110,,CLT747015412,ADV8232111,,Claim Inquiry,Client Portal/App,Low,2,,Pending,
REQ000126787583,20250118,20250120,CLT985873801,ADV3563256,EMP92315135,Payment Issue,Client Portal/App,Medium,2,2,Resolved,4
REQ944441469993,20230715,20230719,CLT951457403,,,Coverage Question,Email,Low,2,4,Resolved,
REQ532333959028,20250720,20250721,CLT757948154,,EMP41507011,Coverage Question,Call Centre,Low,2,1,Resolved,4
REQ271476839947,20231101,20231101,CLT393477608,ADV3514980,EMP12530875,Coverage Question,Chat,Medium,2,0,Resolved,5
REQ428676546888,20240916,,CLT560076758,ADV0107558,EMP33236597,Claim Inquiry,Call Centre,Low,2,,Pending,
REQ798180071544,20230312,20230312,CLT841409526,ADV9125031,,Coverage Question,Client Portal/App,Low,2,0,Resolved,
REQ286091962627,20250111,20250113,CLT315825662,ADV4593858,,Payment Issue,Client Portal/App,Low,2,2,Resolved,
REQ398043236987,20250409,,CLT321302764,ADV9609132,EMP25290978,Plan Setup,Client Portal/App,Medium,7,,Escalated,
REQ241820102195,20240214,20240219,CLT923633194,ADV6028993,EMP13690789,Address Change,Client Portal/App,Medium,3,5,Resolved,4
REQ541460516651,20250926,20250929,CLT663128639,ADV0118157,EMP71521910,Coverage Question,Call Centre,Low,2,3,Resolved,5
REQ253768257780,20230810,20230810,CLT841493072,,EMP00491472,Claim Inquiry,Chat,Low,2,0,Resolved,
REQ304538194305,20250712,20250712,CLT138084288,ADV5521725,,Password Reset,Chat,Low,1,0,Resolved,4
REQ862364892438,20231228,20231229,CLT802514706,,,Claim Inquiry,Client Portal/App,Low,2,1,Resolved,5
REQ668857294797,20230714,20230717,CLT134050607,ADV4383503,EMP39464279,Coverage Question,Advisor Portal,Medium,2,3,Resolved,4
REQ521121923864,20250817,20250819,CLT937088720,ADV1477178,,Address Change,Call Centre,Low,3,2,Resolved,
REQ812136552695,20250228,20250228,CLT890856956,,,Claim Inquiry,Email,Medium,2,0,Resolved,
REQ934229276109,20240623,20240623,CLT606565305,ADV8714996,,Claim Inquiry,Call Centre,Low,2,0,Resolved,5
REQ607482006074,20240626,20240629,CLT740155023,ADV7413491,,Claim Inquiry,Call Centre,Low,2,3,Resolved,
REQ767954730825,20230317,20230320,CLT502035201,ADV6657853,,Password Reset,Call Centre,Low,1,3,Resolved,
REQ166241030061,20231209,20231209,CLT741181447,ADV1556184,EMP51353166,Claim Inquiry,Call Centre,Low,2,0,Resolved,3
REQ522025105286,20250922,20250922,CLT787137344,ADV2171045,EMP12588160,Claim Inquiry,Call Centre,Low,2,0,Resolved,
REQ880859932877,20251211,,CLT809246132,ADV6084596,,Advisor Support,Call Centre,Medium,2,,Escalated,
REQ587620692657,20250516,20250531,CLT547640506,,EMP49351833,Appeal,Client Portal/App,High,10,15,Resolved,5
REQ474022076153,20240804,,CLT816980959,ADV9879665,EMP86171599,Claim Inquiry,Client Portal/App,Low,2,,Escalated,
REQ569058794113,20230915,20230916,CLT596515315,,EMP97630120,Claim Inquiry,Call Centre,Low,2,1,Resolved,5
REQ497833124031,20240110,20240110,CLT565541664,,EMP59553158,Password Reset,Client Portal/App,Low,1,0,Resolved,4
REQ258056121168,20230126,,CLT716287020,,,Claim Inquiry,Client Portal/App,Low,2,,Escalated,
REQ734257567545,20240818,20240821,CLT652756056,ADV5542760,EMP92315135,Beneficiary Update,Call Centre,Low,5,3,Resolved,4
REQ252808994890,20230203,20230210,CLT062708954,ADV0144871,,Appeal,Call Centre,Low,10,7,Resolved,4
REQ665807146357,20240217,20240217,CLT399105108,ADV6028993,EMP28274235,Password Reset,Advisor Portal,Low,1,0,Resolved,
REQ429405858008,20230716,20230718,CLT475049007,,,Claim Inquiry,Email,Low,2,2,Resolved,4
REQ384108495957,20241014,20241017,CLT886706170,,EMP53644486,Advisor Support,Call Centre,Low,2,3,Resolved,
REQ703135544063,20250402,20250404,CLT424414896,,,Password Reset,Email,Low,1,2,Resolved,3
REQ867464304074,20240210,20240212,CLT669728817,,,Address Change,Email,Low,3,2,Resolved,4
REQ744549016474,20230801,20230804,CLT250397292,,EMP14302539,Advisor Support,Client Portal/App,Low,2,3,Resolved,
REQ577852638207,20241025,20241103,CLT302449340,ADV3623181,,Beneficiary Update,Call Centre,High,5,9,Resolved,3
REQ433845882757,20230703,20230706,CLT310035426,,,Address Change,Email,Low,3,3,Resolved,4
REQ466763154296,20241028,20241030,CLT058502103,ADV7465353,EMP36714042,Claim Inquiry,Client Portal/App,Low,2,2,Resolved,
REQ726483784007,20230306,,CLT349735324,ADV4894870,,Coverage Question,Call Centre,High,2,,Escalated,
REQ454758203500,20240518,20240520,CLT225768423,ADV7284447,,Coverage Question,Client Portal/App,Low,2,2,Resolved,
REQ731993017353,20240103,20240103,CLT357691841,ADV5754124,EMP56325343,Coverage Question,Call Centre,Low,2,0,Resolved,4
REQ239869883769,20231217,20231218,CLT468130333,ADV5676366,,Coverage Question,Advisor Portal,Medium,2,1,Resolved,
REQ096106206776,20231206,20231213,CLT951457403,,,Plan Setup,Call Centre,Low,7,7,Resolved,3
REQ159529930080,20231002,20231005,CLT034573683,ADV7830378,,Payment Issue,Email,Medium,2,3,Resolved,
REQ229969634486,20240707,20240714,CLT765559308,ADV0708482,,Plan Setup,Call Centre,Medium,7,7,Resolved,4
REQ300333984832,20230921,20231007,CLT158940857,,EMP39897373,Appeal,Email,High,10,16,Resolved,4
REQ890124441237,20231211,20231211,CLT328300919,ADV5706657,EMP94907522,Password Reset,Chat,Low,1,0,Resolved,4
REQ312744475306,20250201,20250204,CLT724835558,,EMP79567236,Claim Inquiry,Advisor Portal,Medium,2,3,Resolved,
REQ828376725377,20250113,,CLT640720416,ADV5754124,,Beneficiary Update,Call Centre,Low,5,,Pending,
REQ188578678805,20241204,20241206,CLT466570083,ADV4857794,,Coverage Question,Client Portal/App,Medium,2,2,Resolved,
REQ275900912321,20230925,20230930,CLT164155789,,,Payment Issue,Chat,Low,2,5,Resolved,4
REQ789427952194,20240502,20240502,CLT848096994,,,Claim Inquiry,Advisor Portal,Medium,2,0,Resolved,
REQ944188586123,20240111,20240113,CLT948838462,ADV3667233,EMP97394541,Claim Inquiry,Call Centre,Low,2,2,Resolved,
REQ540153918405,20250225,20250226,CLT983359667,ADV0211596,,Payment Issue,Client Portal/App,Low,2,1,Resolved,
REQ992741942212,20240716,20240719,CLT717800063,ADV4338714,,Address Change,Chat,Low,3,3,Resolved,3
REQ945228535684,20230825,,CLT713508617,,EMP89403245,Claim Inquiry,Email,Medium,2,,Escalated,
REQ318679539965,20251128,,CLT818327909,,,Claim Inquiry,Advisor Portal,Low,2,,Pending,
REQ645777365949,20231026,20231029,CLT433843786,,EMP35359829,Password Reset,Call Centre,Low,1,3,Resolved,5
REQ984016557335,20231022,,CLT392159708,ADV8520367,EMP97081762,Plan Setup,Email,Low,7,,Escalated,
REQ825367938725,20240910,20240912,CLT381781569,ADV3360056,EMP05989189,Claim Inquiry,Client Portal/App,Low,2,2,Resolved,5
REQ606169081540,20240412,20240414,CLT866397263,ADV9441878,EMP70259119,Password Reset,Chat,High,1,2,Resolved,4
REQ687123055089,20230824,20230826,CLT965021216,ADV2495596,EMP37108537,Address Change,Client Portal/App,Low,3,2,Resolved,4
REQ102967114507,20251118,20251119,CLT799267996,ADV7303769,EMP99037813,Claim Inquiry,Call Centre,Low,2,1,Resolved,
REQ102761648381,20230711,20230715,CLT195343856,ADV1039394,,Address Change,Call Centre,Low,3,4,Resolved,5
REQ639168552908,20250412,20250413,CLT039236898,,EMP99663103,Claim Inquiry,Advisor Portal,Low,2,1,Resolved,
REQ788456976206,20240615,20240616,CLT918634715,,,Coverage Question,Client Portal/App,Low,2,1,Resolved,
REQ427498011935,20241219,20241222,CLT179914008,,,Beneficiary Update,Client Portal/App,Low,5,3,Resolved,4
REQ991428761467,20230825,20230827,CLT101513567,,,Beneficiary Update,Advisor Portal,Low,5,2,Resolved,5
REQ479208312596,20250207,20250207,CLT471224817,,EMP68175819,Password Reset,Call Centre,Low,1,0,Resolved,4
REQ981502862390,20240328,20240402,CLT820849008,,,Address Change,Call Centre,Low,3,5,Resolved,4
REQ241161869851,20250810,20250810,CLT687616145,,EMP30602227,Coverage Question,Advisor Portal,Low,2,0,Resolved,5
REQ006649748747,20250114,20250115,CLT354051366,ADV8637670,EMP31392821,Coverage Question,Call Centre,Low,2,1,Resolved,4
REQ388046806372,20240416,20240423,CLT421109085,ADV7959129,EMP31605792,Plan Setup,Call Centre,Medium,7,7,Resolved,
REQ078432191785,20240327,20240328,CLT892621567,ADV3136651,,Coverage Question,Email,Low,2,1,Resolved,
REQ581060249675,20250817,20250819,CLT915823506,,EMP77383092,Coverage Question,Advisor Portal,Low,2,2,Resolved,4
REQ757890897063,20250424,,CLT583683985,,EMP50419325,Claim Inquiry,Email,Medium,2,,Escalated,
REQ908369551131,20231202,,CLT915895479,ADV2253243,EMP04409234,Coverage Question,Call Centre,Low,2,,Pending,
REQ229985581201,20230406,20230408,CLT070291290,,EMP45562649,Claim Inquiry,Email,Medium,2,2,Resolved,5
REQ485447998827,20240918,,CLT312707948,,,Advisor Support,Call Centre,Low,2,,Escalated,
REQ123499733056,20251128,20251128,CLT570971285,,EMP14302539,Payment Issue,Client Portal/App,Low,2,0,Resolved,5
REQ039751334935,20241202,20241206,CLT563337292,ADV3607721,EMP59356182,Claim Inquiry,Advisor Portal,Low,2,4,Resolved,4
REQ762543417718,20241209,20241222,CLT555496680,ADV1176583,EMP84666210,Plan Setup,Call Centre,High,7,13,Resolved,
REQ799461019988,20250806,20250819,CLT580478849,ADV2961811,,Appeal,Client Portal/App,Medium,10,13,Resolved,3
REQ927338822934,20240917,20240929,CLT725779255,ADV4634425,,Plan Setup,Advisor Portal,High,7,12,Resolved,5
REQ001768011147,20230917,20230920,CLT434793381,ADV8268494,EMP50060028,Address Change,Email,Low,3,3,Resolved,
REQ041942206389,20250906,20250906,CLT657464211,,,Claim Inquiry,Advisor Portal,Low,2,0,Resolved,
REQ690793235344,20230804,20230805,CLT633062079,ADV1789019,,Coverage Question,Call Centre,Medium,2,1,Resolved,5
REQ091795109619,20240404,20240406,CLT881362258,ADV8283483,,Payment Issue,Client Portal/App,Low,2,2,Resolved,4
REQ375920326699,20251010,,CLT196282067,,,Password Reset,Client Portal/App,High,1,,Escalated,
REQ775079372828,20240124,20240126,CLT131035220,ADV5996819,EMP11764205,Advisor Support,Call Centre,Low,2,2,Resolved,5
REQ965854178080,20231128,,CLT486207306,ADV4837422,EMP39682802,Password Reset,Chat,Low,1,,Escalated,
REQ993579773867,20230526,20230528,CLT247253568,ADV2759595,EMP52994055,Payment Issue,Email,Low,2,2,Resolved,4
REQ199808356106,20250423,20250425,CLT797803282,ADV1843067,,Coverage Question,Call Centre,Low,2,2,Resolved,4
REQ017669799256,20230909,20230913,CLT284929836,ADV2095732,,Password Reset,Advisor Portal,High,1,4,Resolved,4
REQ546791696967,20251006,20251009,CLT864909242,ADV5676366,EMP43644421,Plan Setup,Advisor Portal,Low,7,3,Resolved,4
REQ877541152172,20240727,,CLT268681080,,EMP48247088,Plan Setup,Email,Low,7,,Escalated,
REQ090977372477,20231215,20231215,CLT669145013,,,Claim Inquiry,Call Centre,Low,2,0,Resolved,4
REQ298936791744,20251221,20251221,CLT753701624,ADV6090391,EMP96446551,Coverage Question,Advisor Portal,Medium,2,0,Resolved,5
REQ763670528788,20240628,20240702,CLT099276952,ADV3589506,EMP32199135,Address Change,Client Portal/App,Low,3,4,Resolved,5
REQ508883796116,20241228,20241230,CLT690982881,,,Coverage Question,Client Portal/App,Low,2,2,Resolved,
REQ031817905353,20230421,,CLT284654326,ADV7137575,EMP73847107,Plan Setup,Call Centre,Low,7,,Escalated,
REQ180384407367,20250512,20250514,CLT663796290,,EMP07675795,Claim Inquiry,Call Centre,Low,2,2,Resolved,4
REQ095403860807,20240725,,CLT303326130,ADV6796533,EMP35577283,Address Change,Call Centre,Low,3,,Escalated,
REQ322151523742,20230102,,CLT416061120,ADV8967534,,Password Reset,Advisor Portal,High,1,,Escalated,
REQ787574182831,20230325,20230327,CLT323973975,ADV4807061,EMP81961493,Coverage Question,Client Portal/App,Low,2,2,Resolved,5
REQ148371682177,20251225,20251225,CLT213349570,ADV7827139,,Payment Issue,Client Portal/App,Low,2,0,Resolved,
REQ582571130191,20250303,20250305,CLT208578319,ADV5878682,,Password Reset,Call Centre,Low,1,2,Resolved,
REQ624259847598,20230620,20230621,CLT622206333,ADV6631350,,Coverage Question,Email,Medium,2,1,Resolved,
REQ160023588422,20250204,,CLT722558684,,EMP83304477,Claim Inquiry,Advisor Portal,Low,2,,Pending,
REQ421683945839,20240802,20240803,CLT715516286,ADV5706657,,Password Reset,Email,Low,1,1,Resolved,4
REQ303939773464,20250306,20250308,CLT082836970,,,Payment Issue,Call Centre,Medium,2,2,Resolved,
REQ008154323706,20240620,20240624,CLT587759827,ADV8232111,,Claim Inquiry,Client Portal/App,Medium,2,4,Resolved,4
REQ282732962889,20250227,20250228,CLT677123608,ADV5800037,EMP44159431,Password Reset,Chat,Low,1,1,Resolved,
REQ520754275191,20251012,20251012,CLT671256518,,EMP37108537,Payment Issue,Call Centre,Low,2,0,Resolved,5
REQ584690097500,20230608,20230614,CLT581682701,ADV8422650,,Appeal,Chat,Low,10,6,Resolved,
REQ230067112708,20250223,,CLT551596770,,EMP11386421,Advisor Support,Email,Low,2,,Escalated,
REQ606273813336,20250219,20250219,CLT528500620,ADV2430194,,Claim Inquiry,Call Centre,Low,2,0,Resolved,4
REQ315359714723,20240725,20240804,CLT028585337,ADV0462046,EMP98028082,Appeal,Advisor Portal,Low,10,10,Resolved,4
REQ038817243018,20230902,20230902,CLT133981742,ADV2782046,EMP17817374,Coverage Question,Advisor Portal,Low,2,0,Resolved,
REQ065525170962,20251024,,CLT470662648,ADV9316710,,Beneficiary Update,Advisor Portal,Medium,5,,Pending,
REQ717030366063,20250310,20250312,CLT523877383,,,Password Reset,Advisor Portal,Low,1,2,Resolved,5
REQ965106666043,20250405,20250406,CLT265455749,ADV1869519,EMP02737800,Password Reset,Email,Low,1,1,Resolved,
REQ157566634756,20230811,20230820,CLT724698240,,,Appeal,Email,Low,10,9,Resolved,3
REQ870942336245,20230306,20230306,CLT390718766,ADV0718021,EMP01764712,Password Reset,Email,Medium,1,0,Resolved,
REQ171962607470,20231103,20231103,CLT070428666,ADV8466922,,Claim Inquiry,Email,Medium,2,0,Resolved,4
REQ972078640372,20250502,20250502,CLT664503674,ADV6156223,EMP50161356,Advisor Support,Client Portal/App,Medium,2,0,Resolved,5
REQ300633103314,20250108,20250118,CLT001490441,ADV1029692,,Appeal,Client Portal/App,Low,10,10,Resolved,
REQ086918578708,20250713,20250714,CLT569832158,ADV1795385,EMP85251065,Coverage Question,Chat,High,2,1,Resolved,
REQ282624523843,20250927,20251007,CLT560956426,ADV5676366,,Plan Setup,Client Portal/App,High,7,10,Resolved,3
REQ173973854392,20251214,,CLT976207114,ADV5020667,,Address Change,Call Centre,Low,3,,Escalated,
REQ802714598895,20241216,20241220,CLT443302621,ADV2978816,EMP05753837,Beneficiary Update,Advisor Portal,Medium,5,4,Resolved,5
REQ157803956567,20250121,20250121,CLT931537273,ADV6801368,EMP13456680,Claim Inquiry,Call Centre,Low,2,0,Resolved,
REQ954944980788,20240407,20240408,CLT674937998,,EMP71017780,Claim Inquiry,Call Centre,Low,2,1,Resolved,5
REQ425231462921,20250413,20250418,CLT421307445,ADV1812431,EMP01477241,Claim Inquiry,Email,Low,2,5,Resolved,4
REQ292066075828,20250627,20250627,CLT623237061,ADV6631350,EMP14646266,Payment Issue,Call Centre,Low,2,0,Resolved,4
REQ316651378253,20250719,20250721,CLT594561130,ADV5829109,EMP62212170,Payment Issue,Call Centre,Medium,2,2,Resolved,4
REQ708986198289,20230913,20230913,CLT007729015,,,Advisor Support,Call Centre,Low,2,0,Resolved,5
REQ640735377903,20251124,20251127,CLT895740601,ADV7206109,,Claim Inquiry,Client Portal/App,Low,2,3,Resolved,3
REQ845650017385,20250417,,CLT607035918,ADV2223003,EMP82499938,Beneficiary Update,Call Centre,Low,5,,Escalated,
REQ492907245574,20230219,20230219,CLT951507061,ADV0818108,EMP54444445,Payment Issue,Call Centre,Low,2,0,Resolved,5
REQ534665987611,20250626,,CLT630606636,ADV4012393,,Claim Inquiry,Call Centre,Low,2,,Escalated,
REQ093598375731,20230714,,CLT479074239,ADV2263711,EMP13690789,Advisor Support,Call Centre,High,2,,Pending,
REQ508621387136,20230816,20230824,CLT894097811,ADV3488583,EMP56761914,Plan Setup,Email,Low,7,8,Resolved,4
REQ625654147288,20230204,20230207,CLT727411787,,EMP78429434,Coverage Question,Call Centre,Medium,2,3,Resolved,
REQ031015245605,20230805,20230807,CLT580829730,ADV1828054,,Payment Issue,Advisor Portal,Low,2,2,Resolved,5
REQ179842544279,20230903,,CLT891388473,,,Address Change,Chat,Medium,3,,Pending,
REQ743510988696,20250705,20250713,CLT667510018,,EMP05989189,Plan Setup,Call Centre,Low,7,8,Resolved,5
REQ859922413576,20250523,,CLT048408970,ADV1773030,EMP95627864,Plan Setup,Advisor Portal,Low,7,,Escalated,
REQ718346441503,20240714,,CLT815017080,ADV5273388,,Password Reset,Call Centre,Low,1,,Pending,
