PolicyID,ClientID,EmployerID,AdvisorID,ProductCode,PolicyStartDate,PolicyEndDate,PolicyStatus,PaymentMode,UnderwritingClass,PlanTier,SumAssured,PremiumOrRate
POL3494953384,CLT625578186,EMP77383092,,GB_HEALTH,2020-02-20,,Active,Bi-Weekly,,Single,,63.99
POL0490804337,CLT506314497,,ADV2980924,GB_STD,2019-08-28,,Active,Monthly,,Single,,77.46
POL8176755674,CLT719620984,,ADV3561690,GB_HEALTH,2025-07-23,,Active,Monthly,,Single,,109.33
POL3389075331,CLT424838210,,ADV9499503,IND_LIFE_TERM,2021-11-14,,Active,Monthly,Standard,,215394,86.25
POL6611250110,CLT598790507,EMP62209172,ADV3224779,GRS_RRSP,2023-10-11,,Active,Monthly,,,,0.76
POL7479019048,CLT272905705,,,GB_HEALTH,2016-01-28,,Active,Monthly,,Family,,198.11
POL7063384031,CLT047263944,,,GB_HEALTH,2022-08-07,,Active,Monthly,,Single,,87.44
POL4515393033,CLT580813058,,,GB_HEALTH,2016-12-08,,Active,Monthly,,Couple,,112.83
POL2471246758,CLT172197875,EMP30107764,ADV0729422,GB_HEALTH,2015-03-11,2022-02-21,Cancelled,Monthly,,Single,,59.13
POL5178820427,CLT544990837,EMP58824760,ADV2211353,GB_HEALTH,2023-10-29,,Active,Monthly,,Family,,99.23
POL9224526526,CLT272129555,EMP57162254,ADV3292445,GB_STD,2023-12-11,,Active,Monthly,,Single,,71.79
POL2965536429,CLT348446263,,ADV2465026,GB_STD,2022-12-22,,Active,Monthly,,Single,,33.98
POL3785089582,CLT143974842,EMP04946277,,GB_HEALTH,2019-06-18,2021-02-24,Lapsed,Monthly,,Family,,124.27
POL8442356273,CLT180441989,,ADV1727595,GB_HEALTH,2019-07-26,,Active,Monthly,,Single,,59.58
POL3559594834,CLT049488589,EMP89188734,ADV2978816,GB_DENTAL,2015-11-06,,Active,Monthly,,Single,,44.96
POL1321716056,CLT380782110,,ADV4295753,GB_STD,2021-10-13,,Active,Monthly,,Family,,320.0
POL2901700380,CLT746561878,EMP11544478,ADV6493866,GB_DENTAL,2015-10-19,2020-07-26,Lapsed,Monthly,,Single,,44.73
POL7337894919,CLT638709926,EMP83812210,ADV6940993,GB_HEALTH,2020-12-28,2021-01-03,Matured,Monthly,,Single,,119.13
POL0594472300,CLT739290233,,,GB_STD,2022-01-31,,Active,Monthly,,Family,,188.39
POL5710374499,CLT798855308,,,IND_HEALTH,2023-03-15,,Active,Monthly,Preferred,,63817,12.0
POL1981958168,CLT279238253,,ADV1828054,GB_HEALTH,2016-11-01,,Active,Bi-Weekly,,Family,,201.42
POL4999212428,CLT241250729,EMP31605792,ADV1613902,GB_DENTAL,2015-07-02,,Active,Annual,,Single,,108.25
POL5588246700,CLT001215873,,,IND_LIFE_TERM,2021-10-12,,Active,Monthly,Preferred,,79425,26.33
POL9889976931,CLT077354411,,ADV1727595,GB_DENTAL,2018-01-04,,Active,Annual,,Family,,167.27
POL6538725432,CLT649354269,EMP11300900,ADV4251680,IND_LIFE_TERM,2025-08-19,,Active,Monthly,Rated,,113384,53.1
POL9886524045,CLT534106603,,ADV9813773,GB_HEALTH,2022-10-17,,Active,Monthly,,Single,,139.27
POL4461137159,CLT028919058,EMP83304477,ADV9879665,GB_HEALTH,2022-12-10,,Active,Monthly,,Family,,150.82
POL3055958497,CLT399428772,EMP62209172,ADV3780064,GB_LTD,2018-12-20,,Active,Monthly,,Single,,86.79
POL8711614175,CLT911408719,EMP35137215,,IND_LIFE_TERM,2016-01-12,,Active,Bi-Weekly,Standard,,79655,36.98
POL5747496606,CLT567468873,EMP95800811,ADV9879665,GRS_DC,2023-08-10,,Active,Bi-Weekly,,,,0.3
POL8583830769,CLT517469121,EMP54514210,ADV8039891,GB_LTD,2018-06-10,,Active,Monthly,,Single,,106.98
POL2284742908,CLT291869111,,ADV9905443,GB_HEALTH,2021-03-02,2021-12-19,Lapsed,Monthly,,Couple,,137.3
POL0950220347,CLT614360482,,,GB_HEALTH,2017-11-14,2024-03-30,Lapsed,Monthly,,Single,,93.83
POL1179042127,CLT580071633,,ADV4724778,IND_HEALTH,2023-07-27,,Active,Monthly,Rated,,25000,12.0
POL4376888304,CLT382021148,,ADV5483576,GB_HEALTH,2015-10-31,,Active,Bi-Weekly,,Single,,106.05
POL8233905137,CLT301507345,EMP97447314,,IND_LIFE_TERM,2022-11-01,,Active,Monthly,Standard,,172334,53.72
POL3809717922,CLT511663354,,ADV9587168,GB_HEALTH,2024-12-25,,Active,Monthly,,Family,,184.08
POL2466344745,CLT409702199,EMP63474859,,GB_HEALTH,2016-11-07,,Active,Annual,,Family,,216.31
POL7265388968,CLT723798329,EMP14282158,ADV4200602,GB_DENTAL,2019-08-30,,Active,Bi-Weekly,,Couple,,103.5
POL8649290911,CLT355298941,EMP30025876,,IND_LIFE_PERM,2016-12-27,,Active,Bi-Weekly,Rated,,292353,203.83
POL2257912524,CLT172065066,,,IND_HEALTH,2016-03-26,,Active,Monthly,Standard,,201171,24.03
POL9509800443,CLT759915911,,ADV7990373,GB_DENTAL,2025-08-20,,Active,Monthly,,Couple,,118.89
POL2781758602,CLT248386474,EMP87044491,ADV5381758,GB_DENTAL,2024-11-09,,Active,Monthly,,Single,,74.94
POL2358410867,CLT131872835,,ADV2807406,GB_STD,2023-08-16,2021-06-29,Lapsed,Monthly,,Single,,159.57
POL4881495117,CLT738942629,,ADV3623181,GB_STD,2024-08-28,,Active,Monthly,,Single,,65.22
POL1650708478,CLT528523198,EMP76605904,ADV1016502,GB_HEALTH,2015-06-17,,Active,Annual,,Single,,107.71
POL0026993735,CLT135813411,EMP05808826,ADV4508608,WEALTH_SEG,2020-11-03,2022-03-15,Lapsed,Monthly,,,,0.26
POL0144329956,CLT509553234,EMP94332778,,GB_DENTAL,2022-01-19,2019-07-31,Cancelled,Monthly,,Couple,,157.21
POL1239539129,CLT231927927,,,GB_HEALTH,2024-04-03,,Active,Monthly,,Single,,78.78
POL8036682226,CLT369610550,,ADV1220760,GB_DENTAL,2015-11-14,,Active,Monthly,,Single,,128.35
POL3991882023,CLT552885143,,ADV4603208,GB_HEALTH,2016-04-25,,Active,Monthly,,Single,,113.53
POL3652570610,CLT660408656,EMP21917805,ADV0194139,IND_LIFE_PERM,2015-05-23,2019-04-02,Cancelled,Bi-Weekly,Simplified,,59879,43.79
POL3724765489,CLT060364324,EMP41360280,ADV5351871,IND_LIFE_PERM,2019-01-06,,Active,Monthly,Preferred,,32246,22.85
POL5837979159,CLT028221849,EMP22406633,,IND_HEALTH,2021-02-25,,Active,Monthly,Standard,,59332,16.86
POL3258684633,CLT408920767,EMP84037554,ADV8471121,GB_DENTAL,2024-09-13,,Active,Monthly,,Single,,99.55
POL2874190101,CLT524269576,EMP19048911,ADV7465353,GB_HEALTH,2019-03-16,,Active,Monthly,,Single,,82.94
POL3142037677,CLT565649970,EMP47413071,,GB_HEALTH,2022-03-22,,Active,Annual,,Single,,34.45
POL7429949248,CLT549086020,,ADV3636739,GB_LTD,2019-11-03,,Active,Monthly,,Couple,,142.46
POL7364914041,CLT020845859,EMP69847345,,GB_LTD,2017-02-08,,Active,Monthly,,Single,,78.27
POL2874979081,CLT563678154,EMP94332778,ADV1973400,GB_HEALTH,2024-07-10,,Active,Bi-Weekly,,Family,,199.31
POL6867046362,CLT316173759,EMP98992234,ADV4830916,GB_DENTAL,2024-06-01,,Active,Bi-Weekly,,Single,,91.76
POL2867258732,CLT878497327,EMP24644915,,GB_DENTAL,2020-03-05,,Active,Annual,,Single,,96.87
POL0078692297,CLT961946652,,,GB_DENTAL,2023-07-30,,Active,Monthly,,Single,,72.24
POL8028276586,CLT169834030,EMP93889385,ADV2883533,GB_DENTAL,2019-04-11,,Active,Monthly,,Single,,64.91
POL1707796449,CLT245576759,EMP41717974,ADV3589506,WEALTH_SEG,2016-09-20,,Active,Monthly,,,,0.64
POL3911437293,CLT156955593,EMP17133085,ADV7296707,GB_HEALTH,2019-08-12,,Active,Monthly,,Family,,130.47
POL6536540623,CLT527920067,,ADV1324444,GRS_DC,2018-02-25,,Active,Monthly,,,,0.68
POL8322383401,CLT700739485,,ADV4161647,GB_HEALTH,2019-04-08,,Active,Monthly,,Single,,91.82
POL9562106277,CLT683579747,EMP13690789,ADV4251680,IND_LIFE_PERM,2018-04-30,,Active,Monthly,Rated,,89714,53.53
POL0274821603,CLT396107773,EMP63728301,,IND_LIFE_TERM,2020-03-11,,Active,Monthly,Standard,,40278,13.31
POL3434723157,CLT993129000,EMP70141361,ADV8206610,GB_HEALTH,2017-10-30,,Active,Monthly,,Couple,,183.27
POL3633729243,CLT066064105,EMP02052757,ADV8283483,GB_DENTAL,2015-10-13,,Active,Monthly,,Family,,183.54
POL3826749927,CLT923431157,,ADV8255683,GB_HEALTH,2023-10-02,,Active,Monthly,,Single,,97.64
POL6507769114,CLT242072062,,,GB_DENTAL,2025-08-31,,Active,Monthly,,Single,,110.11
POL3749697027,CLT148630276,,ADV1464332,GRS_DC,2022-03-24,,Active,Monthly,,,,0.35
POL4884838094,CLT554854380,EMP40887645,ADV7793302,GB_HEALTH,2019-10-30,,Active,Bi-Weekly,,Single,,96.69
POL5005910941,CLT276670429,,ADV8481195,WEALTH_SEG,2018-04-21,,Active,Monthly,,,,0.57
POL9530395242,CLT794233227,,ADV5854985,GB_DENTAL,2021-12-31,,Active,Monthly,,Family,,149.95
POL2595705121,CLT841960383,,,GB_DENTAL,2016-12-30,,Active,Monthly,,Couple,,175.39
POL4563506741,CLT565541664,EMP59553158,,GB_DENTAL,2021-05-13,,Active,Monthly,,Single,,92.92
POL1489052891,CLT057941475,,ADV5166288,GB_HEALTH,2022-03-14,,Active,Monthly,,Single,,66.94
POL6230114738,CLT354744524,EMP35929123,ADV2039404,GB_HEALTH,2021-02-25,2023-06-15,Cancelled,Monthly,,Single,,25.0
POL7121635477,CLT798682991,,ADV4737705,GB_HEALTH,2018-10-08,2018-10-26,Lapsed,Bi-Weekly,,Single,,84.79
POL5354463506,CLT866397263,EMP70259119,ADV9441878,IND_LIFE_TERM,2021-10-02,,Active,Monthly,Preferred,,201843,61.97
POL6429861771,CLT355949665,,ADV8471121,GB_STD,2024-06-23,,Active,Monthly,,Family,,168.08
POL2011590412,CLT483763651,EMP68808723,ADV0339308,GB_HEALTH,2016-02-22,,Active,Annual,,Family,,183.31
POL8903312962,CLT873734795,,ADV5375311,GRS_RRSP,2020-10-12,,Active,Monthly,,,,0.76
POL3555712291,CLT600741778,EMP47743665,,GB_HEALTH,2025-07-23,,Active,Bi-Weekly,,Single,,81.31
POL8880592095,CLT509590192,EMP24142036,ADV2783919,GB_DENTAL,2017-04-08,,Active,Bi-Weekly,,Single,,97.51
POL0732272778,CLT376462277,EMP63116236,ADV9066504,GB_HEALTH,2016-02-13,,Active,Monthly,,Family,,170.39
POL2106995579,CLT201239776,,,IND_LIFE_PERM,2023-04-04,,Active,Monthly,Simplified,,54775,48.52
POL5883522699,CLT262311101,,,GB_LTD,2023-08-02,,Active,Monthly,,Single,,110.03
POL8278190889,CLT600674046,,ADV3514980,GB_DENTAL,2020-08-10,2025-02-16,Cancelled,Annual,,Family,,206.2
POL6137127953,CLT387399258,EMP39682802,ADV6992869,GB_DENTAL,2019-10-05,2018-02-03,Lapsed,Bi-Weekly,,Couple,,151.46
POL9353014852,CLT732959399,EMP23131070,ADV8232111,GB_DENTAL,2016-10-13,,Active,Monthly,,Single,,110.53
POL4842267752,CLT704039651,EMP65790915,ADV1569720,GB_LTD,2024-09-12,,Active,Annual,,Couple,,105.14
POL6782073132,CLT393552818,EMP69412871,,GB_DENTAL,2019-06-11,,Active,Monthly,,Single,,127.8
POL4814251781,CLT194196135,EMP48223311,ADV5552625,GB_DENTAL,2015-06-02,,Active,Bi-Weekly,,Family,,239.72
POL1872012353,CLT571615333,EMP00552206,,GB_HEALTH,2024-03-24,,Active,Bi-Weekly,,Single,,57.14
POL6623278685,CLT865102435,,ADV0073829,GB_STD,2020-10-16,,Active,Bi-Weekly,,Single,,115.18
POL6063306901,CLT293072279,,ADV5706657,GB_DENTAL,2018-05-15,,Active,Monthly,,Couple,,143.11
POL4973653517,CLT331008170,,,GB_DENTAL,2015-08-28,2020-06-08,Lapsed,Bi-Weekly,,Family,,136.82
POL2475597612,CLT341150120,EMP73750442,,GB_DENTAL,2020-05-18,2018-09-09,Cancelled,Bi-Weekly,,Family,,216.01
POL8544518954,CLT740155023,,ADV7413491,GB_DENTAL,2020-03-16,,Active,Monthly,,Single,,92.11
POL2933827596,CLT803513226,EMP09346608,ADV7942481,IND_LIFE_TERM,2017-12-08,2025-03-15,Cancelled,Bi-Weekly,Standard,,25000,12.0
POL1260615618,CLT183520604,EMP47437617,ADV5699558,GB_HEALTH,2025-06-19,,Active,Bi-Weekly,,Family,,163.88
POL4460968953,CLT835968514,EMP95223526,ADV1417078,GB_STD,2023-11-17,,Active,Monthly,,Single,,56.36
POL4987734317,CLT344675613,,ADV3035116,IND_LIFE_TERM,2025-06-11,,Active,Monthly,Simplified,,30261,12.0
POL4597300616,CLT514521202,EMP02614714,ADV8466375,GB_HEALTH,2019-02-27,,Active,Monthly,,Family,,203.3
POL4112428077,CLT679042631,EMP38225572,ADV1979345,GB_HEALTH,2025-08-06,,Active,Monthly,,Couple,,145.58
POL8900287290,CLT594561130,EMP62212170,ADV5829109,GB_DENTAL,2017-10-03,,Active,Monthly,,Single,,65.24
POL3065541505,CLT531584669,,ADV1255817,GB_LTD,2017-10-21,,Active,Monthly,,Couple,,107.52
POL4820031818,CLT067808316,,,IND_LIFE_TERM,2021-01-13,2025-06-02,Lapsed,Bi-Weekly,Rated,,86744,30.3
POL9691243645,CLT137537650,EMP33647431,,IND_LIFE_PERM,2025-09-18,,Active,Monthly,Standard,,70683,46.05
POL6590362463,CLT442791263,EMP75941099,ADV2297869,GB_HEALTH,2017-07-20,2019-12-13,Matured,Monthly,,Family,,216.22
POL9443360048,CLT048028931,EMP13123104,ADV7598083,GB_HEALTH,2016-03-16,,Active,Monthly,,Single,,107.4
POL2401152142,CLT918221263,,ADV0118157,GB_HEALTH,2025-06-01,,Active,Monthly,,Single,,74.32
POL5391469664,CLT957786574,,ADV8588843,GB_LTD,2020-06-01,,Active,Monthly,,Family,,211.92
POL8683090694,CLT275268471,EMP01587507,ADV0641106,GB_DENTAL,2022-05-21,2020-09-30,Lapsed,Monthly,,Single,,85.14
POL6632492700,CLT638709926,EMP83812210,ADV6940993,GB_HEALTH,2020-11-29,,Active,Monthly,,Single,,64.38
POL1725688987,CLT396450073,,ADV1013818,GRS_RRSP,2021-03-02,,Active,Annual,,,,0.76
POL5738222041,CLT869048674,,ADV3207388,IND_LIFE_PERM,2020-03-16,2019-07-08,Lapsed,Monthly,Preferred,,72619,48.14
POL3519433742,CLT449943234,EMP99703495,ADV3453747,GRS_DC,2025-08-15,,Active,Monthly,,,,0.73
POL1461923875,CLT926893232,EMP52372557,ADV2582608,GB_HEALTH,2019-02-24,,Active,Monthly,,Single,,82.27
POL3002201553,CLT758040804,EMP75005611,ADV9487791,GB_HEALTH,2015-11-18,2021-06-01,Cancelled,Monthly,,Single,,79.04
POL4054755568,CLT707181155,EMP22406633,,GB_HEALTH,2024-05-22,,Active,Monthly,,Family,,237.64
POL5977278372,CLT629886601,,ADV1462560,GRS_RRSP,2023-05-05,,Active,Monthly,,,,0.47
POL2675620306,CLT060312257,,ADV8825790,GRS_DC,2020-03-19,,Active,Monthly,,,,0.58
POL3367537425,CLT426990158,,ADV5281656,IND_LIFE_TERM,2017-04-14,,Active,Monthly,Simplified,,52307,19.6
POL0094940470,CLT316733719,EMP95800811,ADV4355340,GB_HEALTH,2021-05-25,,Active,Monthly,,Single,,109.29
POL3593048790,CLT061501698,,ADV9066504,GB_HEALTH,2017-08-09,,Active,Bi-Weekly,,Family,,161.54
POL7910087737,CLT859561528,EMP70259119,,GB_DENTAL,2019-09-19,2021-02-12,Lapsed,Bi-Weekly,,Couple,,220.44
POL5409705081,CLT881362862,EMP11386421,ADV3378188,GB_DENTAL,2016-09-11,,Active,Monthly,,Family,,81.19
POL4763589487,CLT328773747,EMP02503190,ADV7299532,GB_DENTAL,2022-04-10,,Active,Monthly,,Family,,239.39
POL6683348481,CLT618527837,EMP08880395,ADV4894870,GRS_RRSP,2021-09-25,,Active,Monthly,,,,0.75
POL0030373448,CLT360390206,EMP05808826,,IND_LIFE_PERM,2021-10-23,,Active,Monthly,Preferred,,133152,19.68
POL6530330744,CLT720603052,EMP44678061,,GB_DENTAL,2017-07-30,,Active,Bi-Weekly,,Single,,128.14
POL5241918091,CLT521240777,EMP56236260,ADV2717951,IND_LIFE_PERM,2023-11-02,,Active,Monthly,Standard,,56744,26.79
POL2184535721,CLT201493126,,ADV5134754,IND_HEALTH,2017-06-16,,Active,Annual,Simplified,,95229,26.99
POL3423457651,CLT875501897,EMP91572248,ADV9690642,GB_DENTAL,2023-07-01,,Active,Monthly,,Single,,60.01
POL4115271318,CLT099096542,,,GB_DENTAL,2017-09-23,,Active,Annual,,Single,,74.05
POL7912785651,CLT826311011,EMP17730948,,IND_LIFE_TERM,2023-09-09,,Active,Monthly,Simplified,,138717,30.45
POL7720684013,CLT848262176,,ADV4200602,GB_DENTAL,2024-11-21,,Active,Monthly,,Single,,25.0
POL6763257895,CLT183359351,EMP27791495,ADV9473832,IND_LIFE_TERM,2018-06-22,,Active,Monthly,Simplified,,47047,19.39
POL2155740823,CLT003088980,EMP88826615,,IND_LIFE_TERM,2020-06-13,,Active,Monthly,Preferred,,119409,54.19
POL8807565079,CLT865972021,EMP46648507,ADV2842054,GB_LTD,2016-04-21,,Active,Monthly,,Couple,,144.96
POL1713793331,CLT520677080,,ADV5281656,GRS_DC,2025-11-19,,Active,Annual,,,,0.29
POL9897385201,CLT643024086,EMP01221917,ADV2749559,GB_HEALTH,2022-08-06,,Active,Monthly,,Single,,81.38
POL9884931422,CLT374746701,,,GB_STD,2024-05-06,,Active,Monthly,,Family,,320.0
POL1043785862,CLT573846837,EMP54489269,,GB_HEALTH,2017-11-10,,Active,Monthly,,Couple,,164.17
POL1200324295,CLT744932007,EMP78429434,ADV5314257,GB_HEALTH,2016-08-23,,Active,Monthly,,Single,,64.94
POL0679304782,CLT489488241,EMP73963062,ADV6667981,GB_HEALTH,2017-01-05,,Active,Annual,,Family,,174.26
POL1395469633,CLT565781483,,,GRS_DC,2016-02-29,,Active,Annual,,,,0.54
POL1765651684,CLT942976370,EMP93296265,,GB_HEALTH,2025-09-16,,Active,Monthly,,Single,,49.05
POL8852582657,CLT293270136,EMP76818279,,GB_LTD,2019-05-07,,Active,Monthly,,Single,,60.25
POL8581476583,CLT011920272,,ADV9384912,GB_DENTAL,2022-03-05,,Active,Monthly,,Single,,101.87
POL9055059876,CLT065007885,EMP27791495,ADV6724947,GB_HEALTH,2025-09-12,,Active,Monthly,,Single,,107.3
POL2479032560,CLT492466117,,ADV3291949,GRS_DC,2025-07-03,,Active,Monthly,,,,0.48
POL3185297012,CLT233847294,,,GB_HEALTH,2017-07-02,2025-08-06,Lapsed,Monthly,,Single,,70.35
POL3393134088,CLT269830126,EMP67537882,ADV4098157,GB_DENTAL,2020-10-02,,Active,Monthly,,Couple,,165.41
POL2875273526,CLT298436707,,ADV9410814,IND_HEALTH,2019-05-08,,Active,Monthly,Standard,,29093,12.0
POL5628682064,CLT051386308,EMP90429735,ADV2536698,GB_HEALTH,2015-12-03,,Active,Annual,,Family,,264.32
POL6637886964,CLT792578217,,,GB_DENTAL,2022-02-20,,Active,Monthly,,Single,,109.97
POL6222205826,CLT570243060,,ADV5520976,GB_DENTAL,2015-07-14,,Active,Bi-Weekly,,Single,,143.13
POL5632764063,CLT840345641,EMP42804352,ADV6722466,GB_HEALTH,2023-03-25,,Active,Bi-Weekly,,Family,,232.93
POL1909000089,CLT542550608,EMP11300900,ADV8268494,GB_DENTAL,2017-04-08,,Active,Monthly,,Family,,222.87
POL3392270766,CLT056068008,EMP88265146,ADV3557368,GB_STD,2025-06-12,,Active,Bi-Weekly,,Family,,196.52
POL5643851402,CLT326761362,EMP00325034,,GB_LTD,2018-02-02,,Active,Monthly,,Single,,85.55
POL3551585428,CLT309094221,,ADV0339308,GB_DENTAL,2024-03-04,,Active,Bi-Weekly,,Single,,76.59
POL7282730911,CLT980559349,,ADV8898789,GB_HEALTH,2025-02-13,,Active,Monthly,,Family,,214.51
POL7958440898,CLT026272071,EMP70259119,ADV5968997,GRS_DC,2023-10-31,,Active,Monthly,,,,0.41
POL3441267677,CLT676845451,,ADV8919992,GRS_DC,2021-09-18,,Active,Monthly,,,,0.48
POL2768094367,CLT068872477,EMP06711285,,GB_HEALTH,2019-10-08,,Active,Monthly,,Single,,77.64
POL3589554415,CLT053065628,EMP13456680,ADV9718250,GB_HEALTH,2025-08-05,,Active,Monthly,,Couple,,271.01
POL1065917797,CLT474980130,,ADV7331296,IND_LIFE_PERM,2025-08-17,,Active,Monthly,Simplified,,106417,29.77
POL7084379395,CLT959011039,,ADV4835251,GB_HEALTH,2025-04-13,,Active,Monthly,,Single,,93.28
POL8144997956,CLT266732936,EMP31358376,ADV8746433,GB_DENTAL,2024-12-30,,Active,Monthly,,Single,,62.65
POL3813406532,CLT795558058,EMP34576835,ADV0676537,GB_DENTAL,2024-05-05,,Active,Monthly,,Single,,94.85
POL1314229315,CLT216268491,,ADV1914496,GB_HEALTH,2023-07-13,,Active,Monthly,,Family,,133.33
POL6139433939,CLT914569469,EMP47744483,ADV5506562,GB_HEALTH,2022-07-13,,Active,Monthly,,Family,,243.89
POL6143813362,CLT921757832,,,GB_LTD,2020-04-06,2019-04-19,Cancelled,Bi-Weekly,,Couple,,169.2
POL6070775173,CLT537690238,,ADV1812431,IND_LIFE_TERM,2020-07-19,,Active,Monthly,Rated,,35699,13.47
POL1538140999,CLT862809794,,ADV2286979,GB_DENTAL,2024-01-10,,Active,Bi-Weekly,,Family,,230.01
POL4849721241,CLT907333378,EMP99037813,ADV4177023,GB_HEALTH,2024-02-16,,Active,Annual,,Single,,67.87
POL4723787409,CLT307235174,EMP52948632,ADV8503800,GRS_DC,2017-03-28,,Active,Bi-Weekly,,,,0.97
POL1343084567,CLT081826719,EMP11442217,ADV0528518,GB_DENTAL,2022-11-17,2018-09-24,Cancelled,Monthly,,Single,,60.12
POL6122728579,CLT506876261,EMP78488382,ADV9373984,IND_LIFE_TERM,2016-03-24,,Active,Monthly,Rated,,41402,12.0
POL9332105004,CLT554258938,,ADV9879665,IND_LIFE_TERM,2019-01-02,,Active,Monthly,Rated,,58105,21.59
POL7250354662,CLT738155219,,ADV3589506,IND_LIFE_TERM,2018-02-24,,Active,Annual,Preferred,,37516,15.02
POL1021451596,CLT032625818,EMP67778658,ADV7465353,GRS_DC,2015-04-30,,Active,Monthly,,,,0.57
POL6938608483,CLT800867354,,ADV6156223,GB_HEALTH,2018-07-24,,Active,Monthly,,Single,,120.31
POL0315143217,CLT049800826,,,GB_DENTAL,2022-08-31,,Active,Bi-Weekly,,Single,,101.3
POL2545009344,CLT293839204,EMP62242718,ADV5020667,GB_HEALTH,2019-07-05,,Active,Monthly,,Single,,79.37
POL9071293660,CLT771866777,EMP30729480,,GB_DENTAL,2022-03-25,,Active,Monthly,,Couple,,153.81
POL2756501752,CLT656365787,,,GB_DENTAL,2018-07-10,2024-03-03,Lapsed,Monthly,,Single,,40.71
POL6606096482,CLT068956640,EMP50161356,,GB_LTD,2021-03-12,,Active,Monthly,,Family,,200.73
POL8888740377,CLT016003699,,ADV4508608,GB_HEALTH,2018-11-18,,Active,Monthly,,Single,,81.08
POL3941541918,CLT624921932,EMP73079048,ADV0206523,GB_HEALTH,2025-11-26,,Active,Monthly,,Single,,77.33
POL2839001523,CLT902044926,,ADV7942481,GB_DENTAL,2017-07-17,,Active,Bi-Weekly,,Single,,55.89
POL4076111568,CLT247034686,EMP05989189,ADV0818108,GB_DENTAL,2015-11-27,,Active,Monthly,,Family,,243.96
POL5147514895,CLT079786416,EMP38048926,ADV3623181,GB_HEALTH,2019-08-05,2024-05-26,Cancelled,Monthly,,Single,,135.21
POL8657485579,CLT931537273,EMP13456680,ADV6801368,GB_DENTAL,2017-06-25,,Active,Monthly,,Single,,92.11
POL9492971270,CLT858843734,,ADV9066504,GB_HEALTH,2021-06-28,,Active,Bi-Weekly,,Single,,77.46
POL4341893563,CLT625515254,EMP22682851,,GB_DENTAL,2025-07-14,,Active,Monthly,,Single,,84.79
POL5094089518,CLT674643730,EMP71463009,,GB_HEALTH,2025-07-08,,Active,Annual,,Single,,31.05
POL1089197023,CLT616651989,EMP66334070,ADV4508608,GRS_RRSP,2015-09-04,,Active,Annual,,,,0.29
POL4770808280,CLT829057295,,ADV5653787,GRS_DC,2025-11-27,,Active,Monthly,,,,0.13
POL1818044618,CLT358688733,EMP15240344,ADV9169308,GB_STD,2016-10-27,,Active,Annual,,Single,,116.24
POL9133913873,CLT267836691,EMP64764694,ADV7299532,GB_DENTAL,2025-03-20,,Active,Monthly,,Single,,43.55
POL6270451368,CLT329991517,EMP31360309,,GB_HEALTH,2024-10-18,,Active,Monthly,,Single,,109.25
POL7945002177,CLT582745618,,ADV1725864,GB_HEALTH,2022-02-07,2025-12-17,Cancelled,Monthly,,Single,,105.83
POL0015453017,CLT422811308,EMP35359829,ADV0140171,GB_DENTAL,2016-04-15,,Active,Monthly,,Family,,245.71
POL0510266424,CLT283813603,,,GB_STD,2017-07-22,2025-08-19,Lapsed,Monthly,,Family,,214.88
POL4469187611,CLT929937202,EMP62209172,ADV4830916,GB_STD,2020-12-20,,Active,Monthly,,Single,,138.69
POL9444492128,CLT871302536,EMP12267797,ADV2697698,GB_HEALTH,2023-01-18,,Active,Monthly,,Family,,203.93
POL7315703985,CLT779514574,,ADV6257525,GB_HEALTH,2016-03-18,,Active,Annual,,Single,,85.89
POL3841764212,CLT474637479,,ADV2344113,IND_LIFE_TERM,2015-08-31,,Active,Monthly,Rated,,29431,12.0
POL0974230252,CLT355894596,EMP68808723,ADV5150146,IND_HEALTH,2019-10-20,2019-03-19,Lapsed,Monthly,Preferred,,70878,16.23
POL2220980773,CLT936021430,,ADV7032682,GB_STD,2018-01-17,,Active,Monthly,,Family,,170.03
POL1527035998,CLT842272719,EMP09151978,,GB_HEALTH,2018-06-21,2023-11-09,Cancelled,Monthly,,Family,,201.83
POL7455130611,CLT107874763,EMP11456494,ADV5362138,GB_HEALTH,2023-10-17,2022-12-25,Lapsed,Monthly,,Family,,133.3
POL1330439327,CLT929028046,,ADV0588323,GRS_RRSP,2022-05-21,,Active,Monthly,,,,0.74
POL8902868335,CLT971814434,EMP37446318,,GB_DENTAL,2020-12-19,2019-12-18,Matured,Monthly,,Family,,161.14
POL7738442194,CLT575661721,EMP86884042,ADV4807061,GB_STD,2017-10-27,,Active,Monthly,,Couple,,186.12
POL2769276833,CLT044171774,,ADV1016502,IND_LIFE_PERM,2022-09-17,2025-07-18,Matured,Monthly,Rated,,78520,29.48
POL3406368985,CLT679603491,,ADV6487113,GB_DENTAL,2019-12-16,2018-03-20,Cancelled,Bi-Weekly,,Single,,125.57
POL4924743191,CLT586349714,,ADV9169308,IND_LIFE_TERM,2023-01-30,,Active,Monthly,Simplified,,62365,12.0
POL6171703641,CLT143799331,EMP20689917,ADV2948605,GB_HEALTH,2021-12-10,,Active,Monthly,,Single,,86.35
POL8075003304,CLT898787791,,,IND_LIFE_PERM,2022-01-19,,Active,Monthly,Rated,,62013,35.5
POL7812537957,CLT936229023,,ADV9609132,IND_LIFE_TERM,2022-12-13,,Active,Monthly,Simplified,,62942,12.0
POL4980394435,CLT998510028,EMP27791495,ADV2297869,GB_HEALTH,2020-12-17,,Active,Monthly,,Single,,108.12
